priority,classification,file_path,slug,category,publication_date,body_word_count,title,reason,source_status,cannibalization_status,recommended_action
"P0","A","src/articles/tech/gsmarena-lists-display-sizes-resolutions-for-next-years-pro-iphones.md","gsmarena-lists-display-sizes-resolutions-for-next-years-pro-iphones","Tech","2026-09-22T11:24:03.000Z",54,"GSMArena lists display sizes, resolutions for next year’s Pro iPhones","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE EVIDENCE ALREADY PRESENT","NONE","ENRICH_P0"
"P0","A","src/articles/tech/ideagen-retains-verdantix-green-quadrant-leader-status-in-2026-ehs-software-report.md","ideagen-retains-verdantix-green-quadrant-leader-status-in-2026-ehs-software-report","Tech","2026-09-22T03:24:00.000Z",84,"Ideagen retains Verdantix Green Quadrant Leader status in 2026 EHS Software report","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE EVIDENCE ALREADY PRESENT","NONE","ENRICH_P0"
"P1","A","src/articles/tech/india-deploys-ai-across-government-raises-debate-over-authority-limits.md","india-deploys-ai-across-government-raises-debate-over-authority-limits","Tech","2026-09-12T16:45:10.000Z",71,"India Deploys AI Across Government, Raises Debate Over Authority Limits","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/indias-ai-education-drive-aims-for-speed-yet-risks-passive-learning.md","indias-ai-education-drive-aims-for-speed-yet-risks-passive-learning","Tech","2026-09-17T13:23:59.000Z",89,"India’s AI Education Drive Aims for Speed, Yet Risks Passive Learning","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P2","A","src/articles/tech/indias-lr-ashm-family-could-reach-3500-km-as-drdo-develops-extended-range-hypersonic.md","indias-lr-ashm-family-could-reach-3500-km-as-drdo-develops-extended-range-hypersonic","Tech","2026-08-29T17:22:29.000Z",132,"DRDO eyes 3,500‑km range for LR‑AShM hypersonic missile family","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P2"
"P1","A","src/articles/tech/iphone-duos-dualcamera-design-trades-tradition-for-thinness-not-flaw.md","iphone-duos-dualcamera-design-trades-tradition-for-thinness-not-flaw","Tech","2026-09-16T01:24:03.000Z",93,"iPhone Duo’s dual‑camera design trades tradition for thinness, not flaw","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/mediatek-unveils-dimensity-9600-pro-a-2nm-flagship-chip-powering-oppo-find-x10-pro-ma.md","mediatek-unveils-dimensity-9600-pro-a-2nm-flagship-chip-powering-oppo-find-x10-pro-ma","Tech","2026-09-16T13:24:08.000Z",62,"MediaTek unveils Dimensity 9600 Pro, a 2nm flagship chip powering OPPO Find X10 Pro Max","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/microsoft-ai-chief-flags-anthropics-claude-training-as-threat-to-human-control.md","microsoft-ai-chief-flags-anthropics-claude-training-as-threat-to-human-control","Tech","2026-09-18T03:26:11.000Z",81,"Microsoft AI Chief Flags Anthropic’s Claude Training as Threat to Human Control","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/mitsubishi-electric-to-deploy-ai-talent-platform-for-150000-staff-by-fy2029.md","mitsubishi-electric-to-deploy-ai-talent-platform-for-150000-staff-by-fy2029","Tech","2026-09-12T10:45:11.000Z",82,"Mitsubishi Electric to Deploy AI Talent Platform for 150,000 Staff by FY2029","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/nasa-administrator-conducts-flypast-over-cape-canaveral-launchpad-on-eve-of-launch-of.md","nasa-administrator-conducts-flypast-over-cape-canaveral-launchpad-on-eve-of-launch-of","Tech","2026-08-30T05:22:35.000Z",110,"NASA Administrator Flies Over Cape Canaveral Launchpad Before Telescope Launch","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/nasa-engineers-chip-gamble-fuels-billionunit-smartphone-camera-boom.md","nasa-engineers-chip-gamble-fuels-billionunit-smartphone-camera-boom","Tech","2026-09-21T03:24:02.000Z",102,"NASA Engineer’s Chip Gamble Fuels Billion‑Unit Smartphone Camera Boom","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/openai-embeds-chatgpt-in-microsoft-word-enabling-ai-drafting-and-editing.md","openai-embeds-chatgpt-in-microsoft-word-enabling-ai-drafting-and-editing","Tech","2026-09-21T19:24:05.000Z",122,"OpenAI embeds ChatGPT in Microsoft Word, enabling AI drafting and editing","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/oppo-find-x10-vivo-x500-oneplus-16-flagship-launch-timelines-leaked-for-india.md","oppo-find-x10-vivo-x500-oneplus-16-flagship-launch-timelines-leaked-for-india","Tech","2026-09-18T21:24:01.000Z",90,"OPPO Find X10, Vivo X500, OnePlus 16 Flagship Launch Timelines Leaked for India","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/peladn-unveils-budget-wo5-mini-pc-in-china-with-ryzen-5-3500u-and-tripledisplay-suppo.md","peladn-unveils-budget-wo5-mini-pc-in-china-with-ryzen-5-3500u-and-tripledisplay-suppo","Tech","2026-09-15T11:24:01.000Z",67,"Peladn Unveils Budget WO5 Mini PC in China with Ryzen 5 3500U and Triple‑Display Support","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/qualcomm-redesigns-snapdragon-line-to-enable-ondevice-ai-agents-not-just-faster-ai.md","qualcomm-redesigns-snapdragon-line-to-enable-ondevice-ai-agents-not-just-faster-ai","Tech","2026-09-15T01:24:11.000Z",73,"Qualcomm Redesigns Snapdragon Line to Enable On‑Device AI Agents, Not Just Faster AI","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/samsung-launches-one-ui-90-for-galaxy-s26-series-expands-update-to-s25-and-z7-devices.md","samsung-launches-one-ui-90-for-galaxy-s26-series-expands-update-to-s25-and-z7-devices","Tech","2026-09-19T19:24:03.000Z",78,"Samsung launches One UI 9.0 for Galaxy S26 series, expands update to S25 and Z7 devices","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/strategy-trumps-tech-in-determining-agentic-ai-success-forbes-says.md","strategy-trumps-tech-in-determining-agentic-ai-success-forbes-says","Tech","2026-09-12T04:45:09.000Z",93,"Strategy Trumps Tech in Determining Agentic AI Success, Forbes Says","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P2","A","src/articles/tech/tata-motors-rebranding-tmpv-remains-legal-entity-tata-showroom-new-look-tata-motors-b.md","tata-motors-rebranding-tmpv-remains-legal-entity-tata-showroom-new-look-tata-motors-b","Tech","2026-08-29T14:44:00.000Z",141,"Tata Motors rebrands passenger vehicle line, unveils new logo color and showroom look","Valuable technical or business topic that would benefit from structured background and context.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P2"
"P1","A","src/articles/tech/texas-qb-arch-manning-apologizes-to-holly-rowe-for-laughing-at-aifabricated-slap-vide.md","texas-qb-arch-manning-apologizes-to-holly-rowe-for-laughing-at-aifabricated-slap-vide","Tech","2026-09-16T09:24:05.000Z",93,"Texas QB Arch Manning apologizes to Holly Rowe for laughing at AI‑fabricated slap video","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/trump-brands-ai-takeover-warnings-a-hoax-in-rapidfire-truth-social-posts.md","trump-brands-ai-takeover-warnings-a-hoax-in-rapidfire-truth-social-posts","Tech","2026-09-15T09:24:05.000Z",99,"Trump brands AI takeover warnings a ‘hoax’ in rapid‑fire Truth Social posts","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P2","A","src/articles/tech/us-to-get-new-nasa-led-space-academy-trump-signs-order-what-is-it-all-about-explained.md","us-to-get-new-nasa-led-space-academy-trump-signs-order-what-is-it-all-about-explained","Tech","2026-08-29T11:31:38.000Z",138,"Trump Signs Order Creating NASA-Led US Space Academy to Train Space Force Cadets","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P2"
"P2","A","src/articles/tech/vc-funding-deals-apollo-atomics-fcvc-maxq-medical-atlantic-blue-ventures-pixelgen-tec.md","vc-funding-deals-apollo-atomics-fcvc-maxq-medical-atlantic-blue-ventures-pixelgen-tec","Tech","2026-08-29T16:44:02.000Z",125,"VC Funding Rounds Announced for Apollo Atomics, MaxQ Medical, Pixelgen and Others","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P2"
"P1","A","src/articles/tech/white-house-responds-to-viral-ai-image-of-trump-and-aide-natalie-harp.md","white-house-responds-to-viral-ai-image-of-trump-and-aide-natalie-harp","Tech","2026-09-18T05:24:02.000Z",78,"White House Responds to Viral AI Image of Trump and Aide Natalie Harp","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"P1","A","src/articles/tech/world-pharma-today-highlights-challenges-in-aidriven-molecule-design.md","world-pharma-today-highlights-challenges-in-aidriven-molecule-design","Tech","2026-09-17T19:24:04.000Z",78,"World Pharma Today Highlights Challenges in AI‑Driven Molecule Design","High-value search query / commercial topic with severely compressed (<140 words) body text.","SOURCE VERIFICATION REQUIRED","NONE","ENRICH_P1"
"","B","src/articles/world/australian-regulator-warns-after-oesophagus-tear-from-counterfeit-weightloss-peptide.md","australian-regulator-warns-after-oesophagus-tear-from-counterfeit-weightloss-peptide","World","2026-09-14T14:43:31.000Z",64,"Australian regulator warns after oesophagus tear from counterfeit weight‑loss peptide","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/buckingham-palace-marks-911-25th-anniversary-with-special-guard-ceremony.md","buckingham-palace-marks-911-25th-anniversary-with-special-guard-ceremony","World","2026-09-12T13:22:51.000Z",138,"Buckingham Palace Marks 9/11 25th Anniversary With Special Guard Ceremony","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/defense-secretary-hegseth-welcomes-paul-brothers-for-pentagon-tour-with-troops.md","defense-secretary-hegseth-welcomes-paul-brothers-for-pentagon-tour-with-troops","World","2026-09-21T08:43:32.000Z",109,"Defense Secretary Hegseth Welcomes Paul Brothers for Pentagon Tour with Troops","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/goas-hidden-gems-inland-heritage-sites-from-fontainhas-to-dudhsagar-falls.md","goas-hidden-gems-inland-heritage-sites-from-fontainhas-to-dudhsagar-falls","World","2026-09-13T09:22:18.000Z",87,"Goa’s Hidden Gems: Inland Heritage Sites From Fontainhas to Dudhsagar Falls","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/house-clears-russia-sanctions-bill-overcoming-democratic-opposition.md","house-clears-russia-sanctions-bill-overcoming-democratic-opposition","World","2026-09-17T10:43:50.000Z",56,"House Clears Russia Sanctions Bill, Overcoming Democratic Opposition","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/world/hungarys-pm-pledges-to-repeal-2020-ban-on-gay-and-lesbian-adoption.md","hungarys-pm-pledges-to-repeal-2020-ban-on-gay-and-lesbian-adoption","World","2026-09-13T07:23:54.000Z",39,"Hungary's PM pledges to repeal 2020 ban on gay and lesbian adoption","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/world/iaea-refers-iran-to-security-council-as-oman-prepares-strait-of-hormuz-talks.md","iaea-refers-iran-to-security-council-as-oman-prepares-strait-of-hormuz-talks","World","2026-09-13T22:43:49.000Z",113,"IAEA Refers Iran to Security Council as Oman Prepares Strait of Hormuz Talks","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","C","src/articles/world/iran-urges-us-to-honor-pakistanibrokered-june-framework-deal-says-interior-ministry.md","iran-urges-us-to-honor-pakistanibrokered-june-framework-deal-says-interior-ministry","World","2026-09-20T06:43:32.000Z",95,"Iran Urges US to Honor Pakistani‑Brokered June Framework Deal, Says Interior Ministry","Single commercial product listing, fleeting social item, or ultra-niche micro-notice with minimal search shelf-life.","N/A","NONE","LOW_PRIORITY_MAINTAIN"
"","B","src/articles/world/iraq-scrambles-to-contain-fallout-after-iranbacked-militias-hit-saudi-pipeline.md","iraq-scrambles-to-contain-fallout-after-iranbacked-militias-hit-saudi-pipeline","World","2026-09-12T21:22:20.000Z",50,"Iraq Scrambles to Contain Fallout After Iran‑Backed Militias Hit Saudi Pipeline","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/israel-places-banat-yaqub-shrine-under-its-authority-palestine-urges-urgent-action.md","israel-places-banat-yaqub-shrine-under-its-authority-palestine-urges-urgent-action","World","2026-09-21T22:43:30.000Z",128,"Israel places Banat Yaqub shrine under its authority; Palestine urges urgent action","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/israeli-army-chief-declares-hamas-defeated-says-conflict-essentially-over.md","israeli-army-chief-declares-hamas-defeated-says-conflict-essentially-over","World","2026-09-16T22:43:30.000Z",109,"Israeli army chief declares Hamas defeated, says conflict essentially over","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/israeli-pm-threatens-citizenship-loss-for-those-who-defame-army-after-naza-documentar.md","israeli-pm-threatens-citizenship-loss-for-those-who-defame-army-after-naza-documentar","World","2026-09-20T00:43:31.000Z",100,"Israeli PM threatens citizenship loss for those who 'defame' army after 'NAZA' documentary","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/juan-soto-returns-to-help-the-mets-beat-the-astros-6-2.md","juan-soto-returns-to-help-the-mets-beat-the-astros-6-2","World","2026-08-30T10:57:49.000Z",143,"Juan Soto Returns from IL, Drives Mets Past Astros 6-2 with Go-Ahead RBI","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/keith-olbermann-announces-return-of-podcast-after-surgery-to-address-atrial-fibrillat.md","keith-olbermann-announces-return-of-podcast-after-surgery-to-address-atrial-fibrillat","World","2026-08-29T10:56:11.000Z",117,"Keith Olbermann to resume podcast after atrial fibrillation surgery","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/marco-bechis-returns-after-decade-with-back-to-buenos-aires-review-finds-mixed-effect.md","marco-bechis-returns-after-decade-with-back-to-buenos-aires-review-finds-mixed-effect","World","2026-09-12T07:22:20.000Z",125,"Marco Bechis Returns After Decade with ‘Back to Buenos Aires’, Review Finds Mixed Effectiveness","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/meghan-markle-posts-first-uk-family-video-showing-harry-kids-fishing-and-mud-play.md","meghan-markle-posts-first-uk-family-video-showing-harry-kids-fishing-and-mud-play","World","2026-09-14T12:43:30.000Z",75,"Meghan Markle posts first UK family video, showing Harry, kids fishing and mud play","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/odisha-secures-242-trillion-uae-investment-proposals-618000-jobs-targeted.md","odisha-secures-242-trillion-uae-investment-proposals-618000-jobs-targeted","World","2026-09-12T19:22:19.000Z",71,"Odisha Secures ₹2.42 trillion UAE Investment Proposals, 618,000 Jobs Targeted","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/one-suspect-injured-in-northern-israel-as-idf-responds-to-stone-throwing-incident.md","one-suspect-injured-in-northern-israel-as-idf-responds-to-stone-throwing-incident","World","2026-09-13T01:22:36.000Z",63,"One Suspect Injured in Northern Israel as IDF Responds to Stone-Throwing Incident","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/oscar-winning-the-last-emperor-uk-producer-jeremy-thomas-passes-away-at-77.md","oscar-winning-the-last-emperor-uk-producer-jeremy-thomas-passes-away-at-77","World","2026-09-13T03:22:38.000Z",58,"Oscar-Winning 'The Last Emperor' UK Producer Jeremy Thomas Passes Away at 77","Concise breaking news alert or transactional notice; provides complete immediate facts.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/reading-festival-review-fontaines-dc-on-brilliant-form.md","reading-festival-review-fontaines-dc-on-brilliant-form","World","2026-08-31T01:09:14.000Z",140,"Fontaines DC Delivers Standout Performance at Reading Festival, Review Notes","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/sda-awaits-faa-nod-to-test-spacebased-link-16-in-us-overseas-trials-ongoing.md","sda-awaits-faa-nod-to-test-spacebased-link-16-in-us-overseas-trials-ongoing","World","2026-09-17T04:43:30.000Z",147,"SDA Awaits FAA Nod to Test Space‑Based Link 16 in U.S.; Overseas Trials Ongoing","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/south-park-rebrands-as-south-america-with-naked-trump-in-viral-season-29-intro.md","south-park-rebrands-as-south-america-with-naked-trump-in-viral-season-29-intro","World","2026-09-17T18:43:31.000Z",76,"South Park Rebrands as 'South America' with Naked Trump in Viral Season 29 Intro","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/south-park-slams-trumps-geographic-renaming-in-season29-premiere.md","south-park-slams-trumps-geographic-renaming-in-season29-premiere","World","2026-09-17T16:43:46.000Z",94,"South Park Slams Trump’s Geographic Renaming in Season‑29 Premiere","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/square-enix-unveils-updated-tifa-look-in-final-fantasy-7-revelation-demo-at-tgs-2026.md","square-enix-unveils-updated-tifa-look-in-final-fantasy-7-revelation-demo-at-tgs-2026","World","2026-09-21T02:43:29.000Z",69,"Square Enix Unveils Updated Tifa Look in Final Fantasy 7 Revelation Demo at TGS 2026","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/the-witcher-4-will-have-a-physical-edition-even-if-discs-go-away-cd-projekt-red-confi.md","the-witcher-4-will-have-a-physical-edition-even-if-discs-go-away-cd-projekt-red-confi","World","2026-08-30T06:57:47.000Z",117,"CD Projekt Red Confirms Physical Edition for The Witcher 4 Despite Disc Phase‑out","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/tim-mcgraw-falls-flat-on-his-back-during-cincinnati-concert-after-boot-gets-caught-in.md","tim-mcgraw-falls-flat-on-his-back-during-cincinnati-concert-after-boot-gets-caught-in","World","2026-08-30T04:57:54.000Z",143,"Tim McGraw Falls Flat on Back After Boot Catches on Cincinnati Stage","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/treenod-to-debut-new-game-poko-merge-at-tokyo-game-show-2026.md","treenod-to-debut-new-game-poko-merge-at-tokyo-game-show-2026","World","2026-09-15T12:43:31.000Z",49,"Treenod to Debut New Game ‘Poko Merge’ at Tokyo Game Show 2026","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/trump-bars-cnn-msnow-politico-from-white-house-labels-them-fake-news.md","trump-bars-cnn-msnow-politico-from-white-house-labels-them-fake-news","World","2026-09-19T14:43:31.000Z",46,"Trump bars CNN, MSNOW, Politico from White House, labels them ‘fake news’","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/trump-loses-bid-to-move-ny-hush-money-case-to-federal-court.md","trump-loses-bid-to-move-ny-hush-money-case-to-federal-court","World","2026-08-29T11:39:12.000Z",138,"Trump's bid to shift NY hush‑money conviction to federal court rejected","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/trump-mocked-nonvoters-at-gops-first-midterm-convention-in-dallas-sparking-fox-viewer.md","trump-mocked-nonvoters-at-gops-first-midterm-convention-in-dallas-sparking-fox-viewer","World","2026-09-12T05:22:19.000Z",85,"Trump mocked non‑voters at GOP’s first midterm convention in Dallas, sparking Fox viewer backlash","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/typhoon-dujuan-kills-two-cuts-power-to-46000-homes-as-record-rain-hits-tokyo.md","typhoon-dujuan-kills-two-cuts-power-to-46000-homes-as-record-rain-hits-tokyo","World","2026-09-22T10:43:36.000Z",61,"Typhoon Dujuan kills two, cuts power to 46,000 homes as record rain hits Tokyo","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
"","B","src/articles/world/will-paris-is-always-a-good-idea-get-a-season-2-one-hallmark-star-has-strong-feelings.md","will-paris-is-always-a-good-idea-get-a-season-2-one-hallmark-star-has-strong-feelings","World","2026-08-29T11:03:05.000Z",146,"Hallmark Star Pushes for Season 2 of ‘Paris Is Always A Good Idea’","Factual news wire summary that adequately answers immediate user query.","N/A","NONE","MAINTAIN_SHORT_NEWS"
